time,lon,lat,speed
08:35:37,-96.2995,30.5601,22.2750
08:35:37,-96.2997,30.5602,21.4720
08:35:38,-96.2997,30.5602,21.4720
08:35:38,-96.2999,30.5602,20.2740
08:35:39,-96.2999,30.5602,20.2740
08:35:39,-96.3001,30.5603,18.9700
08:35:40,-96.3001,30.5603,18.9700
08:35:40,-96.3002,30.5604,17.5450
08:35:41,-96.3004,30.5605,16.4710
08:35:41,-96.3004,30.5605,16.4710
08:35:42,-96.3005,30.5605,15.6860
08:35:42,-96.3005,30.5605,15.6860
08:35:43,-96.3007,30.5606,14.9300
08:35:43,-96.3007,30.5606,14.9300
08:35:44,-96.3008,30.5607,14.6680
08:35:44,-96.3008,30.5607,14.6680
08:35:45,-96.3008,30.5608,14.4410
08:35:45,-96.3008,30.5608,14.4410
08:35:46,-96.3009,30.5610,14.6250
08:35:46,-96.3009,30.5610,14.6250
08:35:47,-96.3009,30.5611,14.9990
08:35:47,-96.3009,30.5611,14.9990
08:35:48,-96.3010,30.5612,15.5470
08:35:48,-96.3010,30.5612,15.5470
08:35:49,-96.3010,30.5614,16.2310
08:35:49,-96.3010,30.5614,16.2310
08:35:50,-96.3011,30.5615,16.9800
08:35:50,-96.3011,30.5615,16.9800
08:35:51,-96.3011,30.5617,17.6950
08:35:51,-96.3011,30.5617,17.6950
08:35:52,-96.3012,30.5618,18.4070
08:35:52,-96.3012,30.5618,18.4070
08:35:53,-96.3012,30.5620,19.0300
08:35:53,-96.3012,30.5620,19.0300
08:35:54,-96.3013,30.5621,19.5460
08:35:54,-96.3013,30.5621,19.5460
08:35:55,-96.3014,30.5623,19.9560
08:35:55,-96.3014,30.5623,19.9560
08:35:56,-96.3014,30.5625,20.3380
08:35:56,-96.3014,30.5625,20.3380
08:35:57,-96.3015,30.5626,20.7230
08:35:57,-96.3015,30.5626,20.7230
08:35:58,-96.3016,30.5628,21.1330
08:35:58,-96.3016,30.5628,21.1330
08:35:59,-96.3017,30.5630,21.5260
08:35:59,-96.3017,30.5630,21.5260
08:36:00,-96.3018,30.5632,21.8670
08:36:00,-96.3018,30.5632,21.8670
08:36:01,-96.3019,30.5633,22.0720
08:36:01,-96.3019,30.5633,22.0720
08:36:02,-96.3020,30.5635,22.1820
08:36:02,-96.3020,30.5635,22.1820
08:36:03,-96.3022,30.5637,22.2720
08:36:03,-96.3022,30.5637,22.2720
08:36:04,-96.3023,30.5639,22.4270
08:36:04,-96.3023,30.5639,22.4270
08:36:05,-96.3024,30.5640,22.5380
08:36:05,-96.3024,30.5640,22.5380
08:36:06,-96.3026,30.5642,22.6810
08:36:06,-96.3026,30.5642,22.6810
08:36:07,-96.3027,30.5644,22.7700
08:36:07,-96.3027,30.5644,22.7700
08:36:08,-96.3029,30.5645,22.8530
08:36:08,-96.3029,30.5645,22.8530
08:36:09,-96.3030,30.5647,22.9180
08:36:09,-96.3030,30.5647,22.9180
08:36:10,-96.3032,30.5648,23.0500
08:36:10,-96.3032,30.5648,23.0500
08:36:11,-96.3033,30.5650,23.2020
08:36:11,-96.3033,30.5650,23.2020
08:36:12,-96.3035,30.5651,23.3800
08:36:12,-96.3035,30.5651,23.3800
08:36:13,-96.3037,30.5653,23.5820
08:36:13,-96.3037,30.5653,23.5820
08:36:14,-96.3038,30.5654,23.7610
08:36:14,-96.3038,30.5654,23.7610
08:36:15,-96.3040,30.5656,23.8930
08:36:15,-96.3040,30.5656,23.8930
08:36:16,-96.3042,30.5658,23.9470
08:36:16,-96.3042,30.5658,23.9470
08:36:17,-96.3044,30.5659,23.9470
08:36:17,-96.3044,30.5659,23.9470
08:36:18,-96.3046,30.5661,23.9160
08:36:18,-96.3046,30.5661,23.9160
08:36:19,-96.3047,30.5662,23.8220
08:36:19,-96.3047,30.5662,23.8220
08:36:20,-96.3049,30.5664,23.8890
08:36:20,-96.3049,30.5664,23.8890
08:36:21,-96.3051,30.5665,24.0150
08:36:21,-96.3051,30.5665,24.0150
08:36:22,-96.3053,30.5667,24.1180
08:36:22,-96.3053,30.5667,24.1180
08:36:23,-96.3055,30.5668,24.2130
